"","Ambystoma altamirani","Ambystoma mexicanum","Ambystoma rivulare","Andrias japonicus","Aquiloeurycea cafetalera","Batrachoseps attenuatus","Batrachuperus tibetanus","Bolitoglossa franklini","Bolitoglossa lincolni","Chiropterotriton nubilus","Cryptobranchus alleganiensis","Cynops pyrrhogaster","Desmognathus monticola","Echinotriton andersoni","Ensatina eschscholtzii","Eurycea bislineata","Ichthyosaura alpestris","Lissotriton boscai","Lissotriton helveticus","Lissotriton vulgaris","Notophthalmus viridescens","Parvimolge townsendi","Plethodon cinereus","Plethodon glutinosus","Pseudoeurycea altamontana","Aquiloeurycea cephalica","Pseudoeurycea gadovii","Pseudoeurycea granitum","Pseudoeurycea leprosa","Pseudoeurycea longicauda","Pseudoeurycea lynchi","Pseudoeurycea melanomolga","Pseudoeurycea nigromaculata","Pseudoeurycea rex","Pseudoeurycea robertsi","Pseudoeurycea sp","Salamandra salamandra","Taricha granulosa","Taricha torosa","Triturus cristatus","Triturus marmoratus"
"Cryptobranchus alleganiensis",0.815100831910009,0.604159033150129,0.865909274432157,0.693956884249004,0.815218929446551,0.754447487930586,0.825663846753335,0.7388023352794,0.757869260975831,0.879913642935493,0,0.654619075952986,0.849412189703578,0.710262376689963,0.748980884304256,0.839484413530215,0.720146891457479,0.678376622058272,0.725834896006237,0.67533970171156,0.846931834449522,0.872967043714255,0.797198273316313,0.703802825356171,0.705164196874219,0.795099626288583,0.764341600773059,0.797299523768428,0.795409912217215,0.771414057057971,0.857827989820534,0.719315695771906,0.822404880300931,0.715747063332392,0.694684899974029,0.733116666649676,0.648373636072618,0.747951189585227,0.782184022223471,0.690204190614146,0.75791323093789
"Cynops pyrrhogaster",0.453421543946257,0.603654406955988,0.582966061374645,0.315008384663747,0.38564004271937,0.39982578512353,0.814175384549558,0.556813217972396,0.723931300260631,0.510602146436188,0.654619075952986,0,0.653243695125047,0.551852047754492,0.375364928720614,0.575568998060929,0.435998509915838,0.339768458441191,0.329757237806987,0.197509635166794,0.614838398812227,0.474543742316483,0.525752476507316,0.52508178760506,0.638712275957306,0.663201684416764,0.670681815634422,0.352093828208939,0.716278326567467,0.693265001139808,0.456084526406528,0.686159649967088,0.38692196396024,0.548994498650943,0.541350333236743,0.643689486041387,0.343201540258116,0.381538972843602,0.427714680074284,0.218177012236934,0.41602924501305
"Desmognathus monticola",0.775154665693165,0.78711335637685,0.762362124885047,0.685071205640789,0.653594054826423,0.692892430006111,0.884901646075175,0.639287618641357,0.770203783892847,0.689087234451161,0.849412189703578,0.653243695125047,0,0.716057183476818,0.678519070974941,0.103311781366011,0.680595855997669,0.599225256146279,0.749693956845254,0.669596625340978,0.116183184894215,0.670971069064447,0.279843786521434,0.638225008529513,0.655026287388984,0.628731308013687,0.636948139878645,0.650519748645408,0.659266959315178,0.688280089370314,0.653016603086987,0.681136639374909,0.621043198650536,0.632438663521358,0.641945613299885,0.710951146814367,0.605293393215368,0.720622036831977,0.697349751627952,0.673870873772071,0.621226646889819
"Echinotriton andersoni",0.779058021584813,0.434734114659299,0.804335872646419,0.539345872811589,0.687386505422785,0.611760562395801,0.87197757101664,0.658678790012738,0.78133437919539,0.763310928627849,0.710262376689963,0.551852047754492,0.716057183476818,0,0.58133722073745,0.703737945395752,0.409942901676369,0.510403400281483,0.551900534091697,0.530580567516354,0.725249392149322,0.712289253111012,0.698101951314785,0.624737795723973,0.669996084909715,0.651621925219504,0.590642953214766,0.636564302800056,0.7074459486765,0.700985500679656,0.663078229017212,0.62703746278775,0.681626877958428,0.638469967185873,0.575510476518914,0.681809287764153,0.471718675623731,0.719382355619711,0.642526021088613,0.479888187428812,0.546925723359209
"Ensatina eschscholtzii",0.441702358507254,0.71368056614357,0.525031174729726,0.492003175490183,0.343311739367745,0.108660302400596,0.794955537170752,0.551180809981186,0.733573497846025,0.504053756996171,0.748980884304256,0.375364928720614,0.678519070974941,0.58133722073745,0,0.618436056246572,0.525931577101221,0.385580236728761,0.400331623080253,0.328787193268791,0.672871259744206,0.476247731081514,0.552356725370499,0.473559911398201,0.585864334868319,0.600637815044609,0.58834577442815,0.377317538767292,0.723566813639427,0.674137849087094,0.391855185039437,0.582752617099416,0.404314522910392,0.519087386059713,0.423192645632928,0.652810822693572,0.310474653185561,0.379137932755162,0.151547773456685,0.354204181247438,0.364438230052589
"Eurycea bislineata",0.696888398932719,0.780960944385588,0.732761815822211,0.626351310491668,0.582333282251506,0.626304716383765,0.874711506758985,0.589764730131622,0.761647670465907,0.635419819941027,0.839484413530215,0.575568998060929,0.103311781366011,0.703737945395752,0.618436056246572,0,0.636430726487378,0.540486960648972,0.696759689770721,0.607447010285272,0.107019624276684,0.611343285465115,0.214932003183624,0.605887721157526,0.637368651488616,0.628030609536985,0.646853329906573,0.578276985844715,0.680341653645158,0.693366506187599,0.596008059397368,0.676485265074043,0.557637020337915,0.592102907635396,0.611796416679879,0.697242866530306,0.555198768239626,0.634235287484904,0.6385052111372,0.616602625522289,0.571722112688945
"Ichthyosaura alpestris",0.677594592127091,0.547074487172838,0.722702302606734,0.225441879385742,0.52383722849544,0.54203224621048,0.842455663140705,0.551553580978814,0.759372848948375,0.606359324420998,0.720146891457479,0.435998509915838,0.680595855997669,0.409942901676369,0.525931577101221,0.636430726487378,0,0.376078801185028,0.415542003592296,0.371330118001721,0.667728485132636,0.503026750946003,0.632416003157905,0.590374742698581,0.688751685382514,0.473995182375963,0.626750936376704,0.5057803295356,0.614224006318523,0.562255935570797,0.521887506739128,0.727974996179424,0.575572251703182,0.571885432967378,0.636911921789737,0.606098802005267,0.371660553671932,0.576006053015701,0.572244721164194,0.339471210251785,0.359305736342969
"Lissotriton boscai",0.599920278481758,0.622345426158779,0.658154886156043,0.391369217997459,0.435820160864195,0.400633309514433,0.781692919068192,0.453430205681246,0.692655707030206,0.570868199141306,0.678376622058272,0.339768458441191,0.599225256146279,0.510403400281483,0.385580236728761,0.540486960648972,0.376078801185028,0,0.487079784248901,0.366212073849207,0.575381391926622,0.511080293024589,0.510823240470974,0.400997454628231,0.521575302418045,0.570943161519819,0.523516190232281,0.400028902569438,0.624923940823582,0.585002169296463,0.490966626357605,0.579429001326549,0.420268133920685,0.429180129144335,0.442976957975167,0.540131924581169,0.207603527331875,0.497649629855616,0.431443803993433,0.347556516157676,0.234608714816813
"Lissotriton helveticus",0.501941301395202,0.616168322256908,0.502771817587461,0.418156412190037,0.510938321978008,0.431900786395576,0.857447195726413,0.678891134854173,0.785205722524121,0.508421038602165,0.725834896006237,0.329757237806987,0.749693956845254,0.551900534091697,0.400331623080253,0.696759689770721,0.415542003592296,0.487079784248901,0,0.190394810370979,0.724553958134694,0.488228149670668,0.671174615418671,0.653699229612071,0.75350294730739,0.771114348827372,0.794203046202435,0.558180159040542,0.826653395136259,0.815186861844496,0.529301430804377,0.827404226224815,0.5670969220194,0.671793225236796,0.673444189012453,0.748772684913872,0.516479483129631,0.518889488187212,0.374584512702703,0.207387174734547,0.55940738610116
"Lissotriton vulgaris",0.460613962605393,0.55052369396688,0.525674958152822,0.313625523169718,0.409912304719714,0.345659701579833,0.824821863779279,0.585122007325748,0.734400968859915,0.502105051870409,0.67533970171156,0.197509635166794,0.669596625340978,0.530580567516354,0.328787193268791,0.607447010285272,0.371330118001721,0.366212073849207,0.190394810370979,0,0.644524159740131,0.469917110349528,0.571651519880725,0.529994161978558,0.671812272597195,0.690883514623366,0.696877806766178,0.447277801534964,0.735409542011775,0.723655278630723,0.454935001981257,0.730365352960097,0.462674712013165,0.570676825472117,0.58312369521074,0.662516603501424,0.389552131699206,0.407393441831955,0.376229380077543,0.100189668097588,0.453391733206901
"Notophthalmus viridescens",0.76055638447106,0.799499948043796,0.706790938931854,0.667184493655165,0.640549391550239,0.684474511703183,0.87831767801036,0.609512534102023,0.731234207174625,0.681217265836542,0.846931834449522,0.614838398812227,0.116183184894215,0.725249392149322,0.672871259744206,0.107019624276684,0.667728485132636,0.575381391926622,0.724553958134694,0.644524159740131,0,0.667520563310696,0.250006112440107,0.628310572779969,0.647826294606223,0.653245355557261,0.642578775904401,0.624976253799392,0.689567332168614,0.698776632866702,0.641729060762489,0.695435379158022,0.604531148754976,0.582761433486934,0.626150618658218,0.653551417270929,0.597610396306829,0.698206413236992,0.698316226984441,0.642484822709803,0.607450080464151
"Parvimolge townsendi",0.274362089012218,0.815363463664522,0.467299162977215,0.448829118407664,0.189016571678766,0.478132308063298,0.905316694234201,0.564751092213504,0.779527390973324,0.14849463461845,0.872967043714255,0.474543742316483,0.670971069064447,0.712289253111012,0.476247731081514,0.611343285465115,0.503026750946003,0.511080293024589,0.488228149670668,0.469917110349528,0.667520563310696,0,0.608237413955119,0.636040787109403,0.681861465212717,0.554315285905555,0.653530511091249,0.360142151426555,0.63919987664953,0.582763424518743,0.145527432060784,0.716095065776049,0.271502463054187,0.586281955992982,0.63194092859869,0.679607966534631,0.518833310289381,0.521609764605393,0.390381539672086,0.459197490020113,0.4263240150979
"Plethodon cinereus",0.66881474018468,0.751838421237143,0.745420354783472,0.617175779623927,0.528440424105221,0.547123087526982,0.842472182537283,0.584411320057736,0.697852740406919,0.617929554183292,0.797198273316313,0.525752476507316,0.279843786521434,0.698101951314785,0.552356725370499,0.214932003183624,0.632416003157905,0.510823240470974,0.671174615418671,0.571651519880725,0.250006112440107,0.608237413955119,0,0.506771349824578,0.560129226313152,0.638738203428914,0.631763419498581,0.511171052254011,0.684935422652803,0.640365229323904,0.576351707903098,0.632723121552013,0.519216523181953,0.572585099210704,0.500584034421067,0.6330414530107,0.520644188958665,0.591259274818828,0.569666521843081,0.599385141449929,0.537810432489391
"Plethodon glutinosus",0.649085124223246,0.648234795602043,0.738782140907336,0.60108108108108,0.510121204017921,0.470410990463372,0.739581058274595,0.558162971494385,0.666555671175858,0.672640195733937,0.703802825356171,0.52508178760506,0.638225008529513,0.624737795723973,0.473559911398201,0.605887721157526,0.590374742698581,0.400997454628231,0.653699229612071,0.529994161978558,0.628310572779969,0.636040787109403,0.506771349824578,0,0.429965616315765,0.639476165980795,0.568977419818784,0.473603762492651,0.612323133084829,0.531051186823833,0.597661944086673,0.544507881791088,0.484582050404835,0.490014322916667,0.365659752346399,0.557267974440323,0.397271788467542,0.553563407908576,0.495540579692889,0.543688697993461,0.466886974310555
"Pseudoeurycea altamontana",0.757856450391673,0.680376708675577,0.709142174384714,0.736533993363301,0.614545781032555,0.56888253189847,0.822597007354806,0.45436554681242,0.618887242354843,0.683695089222656,0.705164196874219,0.638712275957306,0.655026287388984,0.669996084909715,0.585864334868319,0.637368651488616,0.688751685382514,0.521575302418045,0.75350294730739,0.671812272597195,0.647826294606223,0.681861465212717,0.560129226313152,0.429965616315765,0,0.47361350988294,0.413320104179586,0.611566335263484,0.460330472399727,0.450936247323047,0.641853127450666,0.362713287781044,0.58726985796949,0.498085722861676,0.350268659892536,0.528990591840534,0.553259414882879,0.676723614565111,0.597302999724796,0.658397221581739,0.54654665642189
"Aquiloeurycea cephalica",0.789531347784277,0.733010860088257,0.694770009281208,0.502440734411288,0.571159488229254,0.615159089543417,0.823518144715711,0.46601775224047,0.710196503171902,0.623288182930964,0.795099626288583,0.663201684416764,0.628731308013687,0.651621925219504,0.600637815044609,0.628030609536985,0.473995182375963,0.570943161519819,0.771114348827372,0.690883514623366,0.653245355557261,0.554315285905555,0.638738203428914,0.639476165980795,0.47361350988294,0,0.368866072776687,0.583320302319521,0.389132965991283,0.347078871673394,0.469967976255565,0.449295569137984,0.606383515984041,0.50202972300931,0.447973299682757,0.605117010476866,0.506325180326239,0.712464553425835,0.642033936448716,0.670718530756602,0.387544841941242
"Pseudoeurycea gadovii",0.815730582492822,0.715308522807165,0.773664779847263,0.680860743224542,0.601253756819068,0.60682751433961,0.857849136032111,0.492470746211395,0.708920511318609,0.660613144494942,0.764341600773059,0.670681815634422,0.636948139878645,0.590642953214766,0.58834577442815,0.646853329906573,0.626750936376704,0.523516190232281,0.794203046202435,0.696877806766178,0.642578775904401,0.653530511091249,0.631763419498581,0.568977419818784,0.413320104179586,0.368866072776687,0,0.598874888344071,0.403290863691658,0.415420086185601,0.519508438140054,0.32390413649885,0.585017901404572,0.512413139809146,0.421172764526075,0.591549606693206,0.469458858702211,0.732192666009632,0.651712456936674,0.668082159427831,0.432882255263108
"Pseudoeurycea granitum",0.428486519667547,0.687209295435827,0.652108955821407,0.395979413879899,0.217330371494104,0.363228836768103,0.803111367190715,0.501117252734329,0.728107707228022,0.404423539951845,0.797299523768428,0.352093828208939,0.650519748645408,0.636564302800056,0.377317538767292,0.578276985844715,0.5057803295356,0.400028902569438,0.558180159040542,0.447277801534964,0.624976253799392,0.360142151426555,0.511171052254011,0.473603762492651,0.611566335263484,0.583320302319521,0.598874888344071,0,0.625036457134086,0.543741935483871,0.333159934455224,0.612953920413089,0.279721092388146,0.504582848845144,0.512568859621351,0.604953789279113,0.314148996438977,0.457856744935816,0.402640064083146,0.467574939944458,0.362396144898637
"Pseudoeurycea leprosa",0.851794984170813,0.712499980986656,0.789344629482636,0.650415391342369,0.607713836376527,0.706695163992659,0.871074575669761,0.456116854712055,0.73275587277389,0.663076609422076,0.795409912217215,0.716278326567467,0.659266959315178,0.7074459486765,0.723566813639427,0.680341653645158,0.614224006318523,0.624923940823582,0.826653395136259,0.735409542011775,0.689567332168614,0.63919987664953,0.684935422652803,0.612323133084829,0.460330472399727,0.389132965991283,0.403290863691658,0.625036457134086,0,0.349416393730904,0.610794147869061,0.498843162718493,0.648800249298847,0.519888698685029,0.598776162992838,0.470117727916388,0.588222908037235,0.773341403065311,0.726140165044193,0.72040501491194,0.544854305078127
"Pseudoeurycea longicauda",0.806228069072204,0.686074618131239,0.812204891934324,0.570796077300259,0.555056659260531,0.655559485594922,0.841685356079268,0.540946535293167,0.72963967454475,0.630955239480784,0.771414057057971,0.693265001139808,0.688280089370314,0.700985500679656,0.674137849087094,0.693366506187599,0.562255935570797,0.585002169296463,0.815186861844496,0.723655278630723,0.698776632866702,0.582763424518743,0.640365229323904,0.531051186823833,0.450936247323047,0.347078871673394,0.415420086185601,0.543741935483871,0.349416393730904,0,0.540438148575193,0.458669103597242,0.587322186174195,0.572209256400129,0.522786283463157,0.594113552749329,0.535125713078386,0.717931370852279,0.677788112976277,0.722383042897584,0.445819296881749
"Pseudoeurycea lynchi",0.301966623968573,0.793654331602843,0.534036245918052,0.455747107784272,0.14993966835374,0.403067424611178,0.880278607248486,0.551325381549234,0.766956932083791,0.205742192406298,0.857827989820534,0.456084526406528,0.653016603086987,0.663078229017212,0.391855185039437,0.596008059397368,0.521887506739128,0.490966626357605,0.529301430804377,0.454935001981257,0.641729060762489,0.145527432060784,0.576351707903098,0.597661944086673,0.641853127450666,0.469967976255565,0.519508438140054,0.333159934455224,0.610794147869061,0.540438148575193,0,0.614876232528093,0.21046455512941,0.533562843544687,0.530513237926315,0.679988501892397,0.456296858312096,0.506391926117874,0.402320458657567,0.451854062157084,0.337941828616147
"Pseudoeurycea melanomolga",0.822964287176408,0.723207858989641,0.791719134194474,0.758923719762409,0.641339172420861,0.590184817184577,0.854384729339194,0.562987176263515,0.718902784210797,0.725314297696214,0.719315695771906,0.686159649967088,0.681136639374909,0.62703746278775,0.582752617099416,0.676485265074043,0.727974996179424,0.579429001326549,0.827404226224815,0.730365352960097,0.695435379158022,0.716095065776049,0.632723121552013,0.544507881791088,0.362713287781044,0.449295569137984,0.32390413649885,0.612953920413089,0.498843162718493,0.458669103597242,0.614876232528093,0,0.619418736807923,0.54671614309865,0.40543809082297,0.626098967354367,0.540692989524577,0.738951720615287,0.627676736800991,0.703412601978823,0.526380823513935
"Pseudoeurycea nigromaculata",0.328514025705085,0.75227948378671,0.603354955025574,0.47766671050901,0.156405297145333,0.398975978705124,0.845676345892329,0.500490475647314,0.718956637315169,0.281906199744002,0.822404880300931,0.38692196396024,0.621043198650536,0.681626877958428,0.404314522910392,0.557637020337915,0.575572251703182,0.420268133920685,0.5670969220194,0.462674712013165,0.604531148754976,0.271502463054187,0.519216523181953,0.484582050404835,0.58726985796949,0.606383515984041,0.585017901404572,0.279721092388146,0.648800249298847,0.587322186174195,0.21046455512941,0.619418736807923,0,0.491655109750849,0.5016481833221,0.6240643631923,0.415546665615639,0.454033178469732,0.420021655674771,0.468907595344432,0.421206528074607
"Pseudoeurycea rex",0.687216148968016,0.75578592689158,0.614101244264347,0.583825895832159,0.526958314824912,0.502872526030821,0.868193358798389,0.181893958140686,0.47982249472499,0.618988818757292,0.715747063332392,0.548994498650943,0.632438663521358,0.638469967185873,0.519087386059713,0.592102907635396,0.571885432967378,0.429180129144335,0.671793225236796,0.570676825472117,0.582761433486934,0.586281955992982,0.572585099210704,0.490014322916667,0.498085722861676,0.50202972300931,0.512413139809146,0.504582848845144,0.519888698685029,0.572209256400129,0.533562843544687,0.54671614309865,0.491655109750849,0,0.43250597549256,0.280707805659588,0.416520869643558,0.62909123210831,0.521942855306115,0.56615567216358,0.463177689533982
"Pseudoeurycea robertsi",0.679139498122901,0.731627177412697,0.650087481007413,0.645414587325256,0.533524628165449,0.422803767681462,0.823789814648192,0.478343195266272,0.648355811486589,0.659140487140654,0.694684899974029,0.541350333236743,0.641945613299885,0.575510476518914,0.423192645632928,0.611796416679879,0.636911921789737,0.442976957975167,0.673444189012453,0.58312369521074,0.626150618658218,0.63194092859869,0.500584034421067,0.365659752346399,0.350268659892536,0.447973299682757,0.421172764526075,0.512568859621351,0.598776162992838,0.522786283463157,0.530513237926315,0.40543809082297,0.5016481833221,0.43250597549256,0,0.551609214975551,0.404661044395217,0.590520596508805,0.452249007210395,0.585620283655022,0.438574183567508
"Pseudoeurycea sp",0.760766346150369,0.738224324923797,0.758769354144826,0.658675932090546,0.635215750386977,0.640997927802271,0.844519974792607,0.294953738881688,0.494569793803303,0.710457707467555,0.733116666649676,0.643689486041387,0.710951146814367,0.681809287764153,0.652810822693572,0.697242866530306,0.606098802005267,0.540131924581169,0.748772684913872,0.662516603501424,0.653551417270929,0.679607966534631,0.6330414530107,0.557267974440323,0.528990591840534,0.605117010476866,0.591549606693206,0.604953789279113,0.470117727916388,0.594113552749329,0.679988501892397,0.626098967354367,0.6240643631923,0.280707805659588,0.551609214975551,0,0.561896645348136,0.69624728184741,0.661873218074009,0.660280090271272,0.58171328930771
"Salamandra salamandra",0.579660714462765,0.573460963192186,0.670850895445613,0.373150271244019,0.397951456353487,0.335698222178364,0.760390842292001,0.450611352662807,0.700033770801066,0.5637194546038,0.648373636072618,0.343201540258116,0.605293393215368,0.471718675623731,0.310474653185561,0.555198768239626,0.371660553671932,0.207603527331875,0.516479483129631,0.389552131699206,0.597610396306829,0.518833310289381,0.520644188958665,0.397271788467542,0.553259414882879,0.506325180326239,0.469458858702211,0.314148996438977,0.588222908037235,0.535125713078386,0.456296858312096,0.540692989524577,0.415546665615639,0.416520869643558,0.404661044395217,0.561896645348136,0,0.477486402439466,0.369321435519181,0.374330396365188,0.261874797012017
"Taricha granulosa",0.438631466204981,0.713257112523929,0.60026871576702,0.498550389580712,0.430639316713735,0.375407924910736,0.824222859008306,0.621459849863512,0.785870036250078,0.543092874277144,0.747951189585227,0.381538972843602,0.720622036831977,0.719382355619711,0.379137932755162,0.634235287484904,0.576006053015701,0.497649629855616,0.518889488187212,0.407393441831955,0.698206413236992,0.521609764605393,0.591259274818828,0.553563407908576,0.676723614565111,0.712464553425835,0.732192666009632,0.457856744935816,0.773341403065311,0.717931370852279,0.506391926117874,0.738951720615287,0.454033178469732,0.62909123210831,0.590520596508805,0.69624728184741,0.477486402439466,0,0.410870050635662,0.432620251996042,0.50845633273469
